名称,类型,经度,纬度,地址,省份,城市,区县
岱鳌山景区西门停车场汽车充电站,汽车服务;充电站;充电站,117.185189,31.097584,乐桥镇大化小学附近,安徽省,合肥市,庐江县
超翔汽车充电站(国轩三期),汽车服务;充电站;充电站,117.23526,31.231239,庐城镇王家山咀,安徽省,合肥市,庐江县
易佳电汽车充电站(易佳电源元科技充电站),汽车服务;充电站;充电站,117.23122,31.223013,合肥源元科技股份有限公司东门,安徽省,合肥市,庐江县
昆仑网电汽车充电站(中石油合肥庐江县陈埠充电站),汽车服务;充电站;充电站,117.24128,31.2082,南外环路辅路与罗河路交叉口东北100米,安徽省,合肥市,庐江县
超翔汽车充电站(岳庙安置房),汽车服务;充电站;充电站,117.196728,31.247965,万山镇岳庙村东北侧90米,安徽省,合肥市,庐江县
皖小能汽车充电站(博大小区停车场),汽车服务;充电站;充电站,117.2271,31.247437,乐桥路合肥博大精密科技有限公司内,安徽省,合肥市,庐江县
徐华东7kw共享汽车充电站,汽车服务;充电站;充电站,117.178267,31.223178,双墩村8号,安徽省,合肥市,庐江县
易佳电汽车充电站(易佳电洋河路三号充电站),汽车服务;充电站;充电站,117.23517,31.231005,城西大道111号,安徽省,合肥市,庐江县
中国石化汽车充电站(外环南路充电站),汽车服务;充电站;充电站,117.30152,31.223581,岗湾街道中国石化外环南路加油加气站,安徽省,合肥市,庐江县
中国石化汽车充电站(文明南路充电站),汽车服务;充电站;充电站,117.29054,31.238459,岗湾街道文明南路与县河梗交口东南侧,安徽省,合肥市,庐江县
特来电汽车充电站(庐江中心城超充站),汽车服务;充电站;充电站,117.283368,31.243265,潜川路与越城路交叉口东北角正觉寺对面地面停车场,安徽省,合肥市,庐江县
星星充电汽车充电站(庐庆超级快充),汽车服务;充电站;充电站,117.274526,31.220945,移湖街道南环路中港石化加油站地面停车场(庐庆站),安徽省,合肥市,庐江县
庐江县城东公园充电站,汽车服务;充电站;充电站,117.317024,31.246331,城东大道与内环路交口东侧城东公园内(东南角)地面停车场,安徽省,合肥市,庐江县
特来电汽车充电站(庐江体育公园超充站),汽车服务;充电站;充电站,117.300325,31.236114,潜川路体育公园停车场内,安徽省,合肥市,庐江县
云快充汽车充电站(庐江县方圆荟超充站),汽车服务;充电站;充电站,117.291907,31.242796,城中中路112号,安徽省,合肥市,庐江县
特来电汽车充电站(庐江华天产业园超充站),汽车服务;充电站;充电站,117.251726,31.247638,移湖街道华天·城市产业园,安徽省,合肥市,庐江县
小桔充电汽车充电站(亿来电庐江黄庄二期),汽车服务;充电站;充电站,117.269169,31.246694,岗湾街道黄庄二期负一层车位A520A521,安徽省,合肥市,庐江县
国家电网汽车充电站(京台高速沙溪服务区充电站台北方向2),汽车服务;充电站;充电站,117.251281,31.149198,京台高速沙溪服务区充电站(台北方向),安徽省,合肥市,庐江县
超翔汽车充电站(海纳国际),汽车服务;充电站;充电站,117.30241,31.23684,海纳国际后门口,安徽省,合肥市,庐江县
小桔充电汽车充电站(亿来电庐江附城新村),汽车服务;充电站;充电站,117.29693,31.231105,岗湾街道邓湖南路附城新村7号楼地下室,安徽省,合肥市,庐江县
汽车充电站庐江县越城中路阳光花园小飞象共享,汽车服务;充电站;充电站,117.28442,31.246069,越城中路,安徽省,合肥市,庐江县
汽车充电站(世纪花都小飞象共享),汽车服务;充电站;充电站,117.30726,31.241068,内环东路201号,安徽省,合肥市,庐江县
皖小能汽车充电站(水西门),汽车服务;充电站;充电站,117.278175,31.24275,黄山南路水西门特色文化旅游街区负1层停车场F区,安徽省,合肥市,庐江县
千寻灏美酒店超充站,汽车服务;充电站;充电站,117.274667,31.268951,庐城镇内环北路432号灏美宴会酒店后地面停车场,安徽省,合肥市,庐江县
国家电网汽车充电站(安徽省合肥市庐江县松棵路充电站),汽车服务;充电站;充电站,117.287411,31.266814,松棵路与方塔路交界处向北50米,安徽省,合肥市,庐江县
中国石化汽车充电站(惠民路充电站),汽车服务;充电站;充电站,117.304377,31.252268,庐巢路240号,安徽省,合肥市,庐江县
星星充电汽车充电站(水木景苑),汽车服务;充电站;充电站,117.283733,31.248932,文昌路汽车修理厂内地面停车场,安徽省,合肥市,庐江县
特来电汽车充电站(庐江鸿福液冷超充站),汽车服务;充电站;充电站,117.276895,31.251149,岗湾街道文昌路199号鸿福大酒店,安徽省,合肥市,庐江县
小桔充电汽车充电站(超翔快充站庐江福瑞临大酒店),汽车服务;充电站;充电站,117.28901,31.261375,庐城镇臻味简餐福瑞临大酒店地面停车场,安徽省,合肥市,庐江县
蔚来换电站(庐江城东水体公园),汽车服务;充电站;充电站,117.316656,31.249995,城东大道与冶山路交口向西200米(庐江融媒体中心斜对面),安徽省,合肥市,庐江县
伊充充电站,汽车服务;充电站;充电站,117.278301,31.267582,郭河路与方塔路交叉口西南260米,安徽省,合肥市,庐江县
超翔汽车充电站(越城花园),汽车服务;充电站;充电站,117.28944,31.259747,越城花园26号楼对面,安徽省,合肥市,庐江县
超翔汽车充电站(众发名城8号楼),汽车服务;充电站;充电站,117.27379,31.251097,众发名城,安徽省,合肥市,庐江县
超翔汽车充电站(9号楼汽车桩),汽车服务;充电站;充电站,117.31746,31.25573,朱墩三期9号楼,安徽省,合肥市,庐江县
汉庭酒店汽车充电桩(庐江周瑜大道店),汽车服务;充电站;充电站,117.291798,31.248849,周瑜大道303号,安徽省,合肥市,庐江县
特来电汽车充电站(许山里民宿1号充电站),汽车服务;充电站;充电站,117.329389,31.291949,冶父山镇庐江许山里民宿,安徽省,合肥市,庐江县
咔咔电姆鸿福汽车充电站,汽车服务;充电站;充电站,117.275374,31.251252,文昌西路199号,安徽省,合肥市,庐江县
汽车充电站(余月湖畔A区),汽车服务;充电站;充电站,117.313215,31.270693,冶父山镇余月湖畔5栋南侧地面停车位,安徽省,合肥市,庐江县
特来电汽车充电站(许山里民宿2号充电站),汽车服务;充电站;充电站,117.329389,31.291949,冶父山镇庐江许山里民宿,安徽省,合肥市,庐江县
微来充文昌路盛世华庭地上停车场汽车充电站,汽车服务;充电站;充电站,117.280397,31.24969,文昌路与黄山路交叉口西100米,安徽省,合肥市,庐江县
云快充汽车充电站(维也纳国际酒店庐江高铁站),汽车服务;充电站;充电站,117.267846,31.249596,徽州大道与五里南路交口海鸿财富广场A座地下一层,安徽省,合肥市,庐江县
皖小能汽车充电站(移湖西路停车场),汽车服务;充电站;充电站,117.22512,31.249975,移湖西路庐江皖能天然气公司附近8米,安徽省,合肥市,庐江县
云快充汽车充电站(合肥市庐江县万山镇长岗街道长岗精选酒店),汽车服务;充电站;充电站,117.210693,31.302326,万山镇长岗街道长岗中学对面长岗精选酒店,安徽省,合肥市,庐江县
国家电网汽车充电站(安徽省合肥市庐江县万山中心有序交流充电站),汽车服务;充电站;充电站,117.183464,31.336321,万山镇军二路万山供电所院内,安徽省,合肥市,庐江县
国家电网汽车充电站(合安高速陈埠服务区充电站安庆方向),汽车服务;充电站;充电站,117.160025,31.220714,合安高速公路陈埠服务区(安庆方向),安徽省,合肥市,庐江县
国家电网汽车充电站(合安高速陈埠服务区充电站合肥方向2),汽车服务;充电站;充电站,117.160298,31.218452,合安高速陈埠服务区充电站(合肥方向),安徽省,合肥市,庐江县
国家电网汽车充电站(合安高速陈埠服务区充电站合肥方向2),汽车服务;充电站;充电站,117.160298,31.218452,G4212合安高速与陈埠服务区交叉口东北480米,安徽省,合肥市,庐江县
易佳电汽车充电站(易佳电合安高速陈埠服务区充电站安庆方向),汽车服务;充电站;充电站,117.16036,31.220354,合安高速陈埠服务区充电站(安庆方向),安徽省,合肥市,庐江县
易佳电汽车充电站(易佳电合安高速陈埠服务区充电站合肥方向),汽车服务;充电站;充电站,117.16029,31.218452,合安高速公路陈埠服务区内,安徽省,合肥市,庐江县
汽车充电站(浮祥果园共享站),汽车服务;充电站;充电站,117.148102,31.176334,085县道,安徽省,合肥市,庐江县
国家电网汽车充电站(安徽省合肥市庐江县柯坦镇牛王寨景区停车场充电站),汽车服务;充电站;充电站,117.09883,31.244698,柯坦镇虎洞社区党群服务中心北侧,安徽省,合肥市,庐江县
国家电网汽车充电站(合安高速陈埠服务区充电站合肥方向2),汽车服务;充电站;充电站,117.160298,31.218452,合安高速陈埠服务区合肥方向,安徽省,合肥市,庐江县
国家电网汽车充电站(安徽省合肥市庐江县汤池公交停车场充电站),汽车服务;充电站;充电站,117.095068,31.335053,地面停车场,安徽省,合肥市,庐江县
易佳电汽车充电站(易佳电汤池二号充电站),汽车服务;充电站;充电站,117.093778,31.322571,国轩大酒店,安徽省,合肥市,庐江县
特来电汽车充电站(宋氏祠堂充电站),汽车服务;充电站;充电站,117.134492,31.291869,万山镇宋氏宗祠,安徽省,合肥市,庐江县
昆仑网电汽车充电站(中石油合肥庐江县汤池充电站),汽车服务;充电站;充电站,117.11101,31.333675,汤池镇二军路汤池加油站,安徽省,合肥市,庐江县
国家电网汽车充电站(安徽省合肥市庐江县云里安凹·云溪山舍充电站),汽车服务;充电站;充电站,117.132078,31.287388,长冲村安凹组,安徽省,合肥市,庐江县
汽车充电站(清沐民宿),汽车服务;充电站;充电站,117.094001,31.319801,和平路18号,安徽省,合肥市,庐江县
国家电网汽车充电站(安徽省合肥市庐江县汤池镇金汤湖公园停车场充电站),汽车服务;充电站;充电站,117.092212,31.299182,汤池镇庐江云汤小院民宿对面,安徽省,合肥市,庐江县
国家电网汽车充电站(安徽省合肥市庐江县金孔雀温泉养生中心一号泉交流充电站),汽车服务;充电站;充电站,117.093003,31.32778,一號泉漂浮温泉酒店停车场,安徽省,合肥市,庐江县
国家电网汽车充电站(安徽省合肥市庐江县汤池中心有序交流充电站),汽车服务;充电站;充电站,117.092838,31.330527,汤池镇银河路西南侧约40米汤池供电所院外,安徽省,合肥市,庐江县
国家电网汽车充电站(安徽省合肥市庐江县汤池镇少间王圩里民宿停车场充电站),汽车服务;充电站;充电站,117.102277,31.28845,汤池镇百花村文创王圩少间王圩里民宿,安徽省,合肥市,庐江县
中充服汽车充电站(中充服希岸酒店服务站),汽车服务;充电站;充电站,117.09607,31.336695,汤池镇金汤商务宾馆金汤别苑,安徽省,合肥市,庐江县
云快充汽车充电站(合肥市庐江县汤池镇镇政府停车场),汽车服务;充电站;充电站,117.101906,31.322798,汤池镇镇府大道,安徽省,合肥市,庐江县
云快充汽车充电站(安徽凌家院子农庄),汽车服务;充电站;充电站,117.127523,31.340912,汤池镇宋院庐江县二军公路,安徽省,合肥市,庐江县
国家电网汽车充电站(安徽省合肥市庐江县三冲游客服务中心有序交流充电站),汽车服务;充电站;充电站,117.061118,31.262687,汤池镇三冲游客服务中心广场,安徽省,合肥市,庐江县
易佳电汽车充电站(易佳电白云禅寺充电站),汽车服务;充电站;充电站,117.0488,31.2891,汤池镇果树村白云禅寺,安徽省,合肥市,庐江县
超翔汽车充电站(庐江县中医院医疗集团金牛分院充电站),汽车服务;充电站;充电站,117.22691,31.388311,立人大道,安徽省,合肥市,庐江县
易佳电汽车充电站(易佳电庐江县金牛镇充电站),汽车服务;充电站;充电站,117.20546,31.395424,金牛镇古城社区党群服务中心门前停车场,安徽省,合肥市,庐江县
电动汽车家用充电桩(慢充),汽车服务;充电站;充电站,117.249459,31.408188,石头镇望城村大袁老,安徽省,合肥市,庐江县
汽车充电站(中化石油充电站),汽车服务;充电站;充电站,117.272154,31.414846,合铜路与金石路交叉口,安徽省,合肥市,庐江县
中充服汽车充电站(中充服新渡社区服务站),汽车服务;充电站;充电站,117.27604,31.457582,同大镇新渡社区居委会,安徽省,合肥市,庐江县
特来电汽车充电站(同大镇亮亮充电站),汽车服务;充电站;充电站,117.269436,31.502084,同大镇同大派出所,安徽省,合肥市,庐江县
国家电网汽车充电站(安徽省合肥市庐江县同大中心有序交流充电站),汽车服务;充电站;充电站,117.26802,31.49677,同大镇韦桥大道同伈苑西北侧同大供电所院外,安徽省,合肥市,庐江县
皖小能汽车充电站(肥西县三河镇联合村党群服务中心慢充),汽车服务;充电站;充电站,117.263985,31.534649,人社就业和社会保障服务窗口(联合村党群服务中心)三河镇联合村,安徽省,合肥市,肥西县
汽车充电站(湖光村),汽车服务;充电站;充电站,117.303915,31.534457,048县道北侧湖光村东区进大门20米11栋旁、西区30栋旁地面停车位,安徽省,合肥市,肥西县
汽车充电站(滨湖新村),汽车服务;充电站;充电站,117.319568,31.540464,048县道南150米滨湖新村小区大门进去右手边50米地面停车位,安徽省,合肥市,肥西县
皖小能汽车充电站(肥西县三河镇滨湖社区居委会慢充),汽车服务;充电站;充电站,117.32166,31.540201,三河镇048县道,安徽省,合肥市,肥西县
